X,Y
43.68612779,54.24606016
43.71615589,69.04318238
43.82257944,33.29247571
43.82941192,29.07000167
43.88638063,54.81109002
43.93463272,54.10067656
44.05823432,27.74662535
44.15260134,69.49128125
44.14497469,55.30367134
44.27581858,33.36842091
44.28270561,29.11223728
44.25061308,54.50449882
44.38518915,55.83453834
44.47342579,27.98788589
44.57287249,69.92875299
44.61324771,54.98321205
44.7504463,33.43460438
44.7360825,29.10305116
44.65967339,56.31118762
44.93160532,28.34612089
44.97691409,70.38973536
44.95037951,56.76906063
44.96872622,55.4371405
45.0818545,35.55560626
45.1318255,33.15313251
45.19562431,33.95611442
45.0113395,29.1021384
45.25731435,57.20393357
45.32589419,34.83428962
45.32416625,55.91485105
45.41340911,70.80720007
45.50210874,36.00352071
45.5716343,33.06212025
45.56275216,34.26284646
45.56421304,57.66115178
45.67968325,56.34499739
45.86609718,71.22370303
45.95487241,36.37330883
45.90349191,58.12010746
46.02515229,32.96573307
46.12652827,34.35600068
46.01893903,56.81822234
46.27513623,58.5899171
46.3187966,71.63319877
46.40750379,36.82484793
46.39800354,57.32066836
46.47863498,32.89116748
46.54098628,34.38345596
46.72264868,57.75769437
46.77152625,72.02400857
46.86015408,37.26470832
46.93210393,32.82508656
46.99431187,34.40597106
46.9910397,58.20669591
47.22426724,72.40781113
47.27033457,58.65341769
47.31293475,37.62398559
47.31191041,32.46388056
47.44761034,34.4452516
47.54715342,31.85390101
47.541441,59.14193552
47.4339984,32.85108083
47.67711028,72.72854865
47.76574944,37.96224118
47.82515555,59.52152823
47.90088886,34.49685967
47.95123241,32.02340252
48.10302653,32.98740122
48.16402799,31.97844413
48.12995709,73.04695043
48.21858303,38.28881805
48.19981499,59.89381453
48.35418838,34.53549139
48.28877247,32.43554637
48.5383721,33.44813984
48.3420429,32.0350525
48.490494,60.36844649
48.58280958,73.36184859
48.67129567,38.69013869
48.80754165,34.54090366
48.78119652,60.82854495
49.00321301,33.69217871
49.03572065,73.64054274
49.1240669,39.05525532
49.08810931,61.27704305
49.26087603,34.55799464
49.45647557,33.7536488
49.39497272,61.75606152
49.48865817,73.9028867
49.57680033,39.44372937
49.71423119,34.56223904
49.68567525,62.21615997
49.90984018,33.75205385
49.94161271,74.15471981
50.0295262,39.83687491
49.97640717,62.65809154
50.18166778,34.53632857
50.37724695,33.74457152
50.26715084,63.09275635
50.39457291,74.40304931
50.48225774,40.22651684
50.59889784,34.43498808
50.57406452,63.54070945
50.79337934,33.90466383
50.84755579,74.63736435
50.93494771,40.64185193
50.91333402,64.00546202
51.30050087,74.89503682
51.28501681,64.45148956
51.38760555,41.07704083
51.68904892,64.91834123
51.78967558,74.99912813
51.80784173,41.53611819
52.06076316,65.34493528
52.2118523,42.0162806
52.16849052,75.13365654
52.33527074,65.80716135
52.6483415,42.43733876
52.6596177,75.49404141
52.59356473,66.28303803
52.86806808,66.74787884
52.98072939,42.86649177
53.11258546,75.73769942
53.12640385,67.19793259
53.40785077,43.35895463
53.38474293,67.64594257
53.59250245,76.00398037
53.64309194,68.08782122
53.82812249,43.79606702
53.91760153,68.54880156
54.01065734,76.26687306
54.23217088,44.25285704
54.20830112,69.0107167
54.43832347,76.95211926
54.47222953,76.01086792
54.51520303,69.46593655
54.62004714,44.69767238
54.89103233,77.35577564
54.83828877,69.92590625
54.92571319,75.93569707
55.02409247,45.15634896
55.14521567,70.36568425
55.34370151,77.78395732
55.37921576,75.84884751
55.44434384,45.60603842
55.43304779,70.78036067
55.71037908,71.31686817
55.78012326,78.2466995
55.75233656,75.40618397
55.84840427,46.055387
55.89174684,71.80300026
56.0142107,74.84674969
56.18414994,78.71690506
56.14922542,72.28248305
56.22007965,46.50599755
56.20738254,74.36550798
56.33067558,72.76317935
56.34746496,73.84916008
56.41550216,73.32851607
56.57557259,46.9510077
56.5719799,79.19033325
56.93108237,47.38561319
56.97603015,79.64597037
57.28651759,47.8662965
57.36392247,80.08085744
57.62579911,48.32361717
57.73560427,80.5275043
57.9650941,48.7726141
58.13962331,81.00242627
58.32059185,49.21465149
58.54365593,81.46896352
58.678983,49.68790771
58.93152557,81.91786641
59.0041609,50.11446002
59.29867186,50.60007463
59.30321037,82.36265529
59.62683355,51.04196119
59.67486872,82.82379437
59.92650059,51.51173024
60.06276482,83.25634706
60.22665703,52.01539135
60.48303628,83.69362415
60.50779479,52.500427
60.79176792,52.99903236
60.93568656,84.13348454
61.05002929,53.49507105
61.30505489,53.98953755
61.38850881,84.46706864
61.53744994,54.46080423
61.77632334,54.93099147
61.84134618,84.79130977
62.00218864,55.43510368
62.2119009,55.91544272
62.29425158,85.07350754
62.40536796,56.42897475
62.59883295,56.94377846
62.74719099,85.33468362
62.77911384,57.41935308
62.96644843,57.90213994
63.12488878,58.41208044
63.00606724,85.45072619
63.27568532,58.91561699
63.40299148,59.38152312
63.52348751,59.87161918
63.63492813,60.37865875
63.66513756,60.88806355
63.62093919,85.70107206
63.72511217,61.34755791
63.87451212,68.4932582
63.7825446,62.0311128
63.82465084,63.20619798
63.74989983,62.70603095
63.85065881,63.81051814
63.86016401,67.9426484
63.86829521,67.36483204
63.94489696,66.72124216
63.97938465,64.30872957
63.96019918,66.15900053
64.05223264,65.6817353
64.03423219,64.87926095
64.08039166,65.25993365
64.32818824,68.88775636
64.76011229,82.48147549
64.78109175,69.171122
64.95873023,83.15326576
65.01954348,81.90951745
65.00236557,82.5191198
65.23398581,69.46032699
65.37359675,83.24424646
65.47311218,81.78179239
65.68681562,69.78923961
65.75191718,82.7902484
65.8581909,83.36688364
65.9452914,81.89935136
66.13967189,70.10180203
66.23265183,82.68463249
66.16706584,83.1913828
66.32610421,82.110191
66.59255083,70.40034999
66.45944689,82.61415202
67.04536741,70.73743771
67.377349,85.71246542
67.49809139,71.13175112
67.70133879,85.61372549
67.95078514,71.54475047
68.38192996,85.27498612
68.40347322,71.96125344
68.83563095,85.06551008
68.85609326,72.41979977
69.37709652,84.65179942
69.27634614,72.86856092
69.6156201,73.33055544
69.74352615,84.34174358
69.90310726,73.77647843
70.19759375,83.9057005
70.17178552,74.28341158
70.16824499,78.18194106
70.26663277,77.41638459
70.40481342,78.77907059
70.42297813,74.7006706
70.58212904,79.07724614
70.50573111,83.59741801
70.53267454,76.95272398
70.58410142,75.18995473
70.8077075,76.32054482
70.69664282,75.68380443
70.8520023,79.73512253
71.04794956,78.71588837
71.22152254,76.51443682
71.15529356,82.42172917
71.30477542,80.09907128
71.31505725,81.93190766
71.43656799,78.70204173
71.44832721,81.4411935
71.56995968,80.86509933
71.69907182,76.57623856
71.70561459,80.31552348
71.85761602,78.65940157
72.15213407,76.76150301
72.1787759,80.3095489
72.60539663,76.82297311
72.53507113,80.25874461
72.97530191,78.36750745
73.05884817,76.76765607
73.19917531,80.10261589
73.29942966,78.18351292
73.51245278,76.61774146
73.79878345,79.77964526
73.93177842,77.63953813
73.96635597,76.28330319
74.23654795,79.41256997
74.24025014,77.12462028
74.41357013,76.08014901
74.4555388,76.66033323
74.59346758,78.97588902
74.77455569,75.55331176
74.84936493,78.43129911
74.99097185,75.1383194
74.96930754,77.96460488
75.08188779,77.32262961
75.14241622,76.60600101
75.14579438,76.03440871
75.13644584,75.6260668
64.29904261,86.02963907
65.10001137,86.03094784
65.90045662,86.35578517
66.70168713,86.19532967
